year,quarter,region,age_group,labor_force_sta,value,unit,source
2559,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,รวม,13.26,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,หางานทำ,1.42,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.84,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,รวม,18.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,หางานทำ,2.44,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,16.39,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,รวม,15.85,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,หางานทำ,4.93,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,10.91,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,รวม,17.83,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,หางานทำ,2.77,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,15.06,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,รวม,18.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,หางานทำ,1.83,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,16.54,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,รวม,23.02,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,หางานทำ,3.54,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,19.48,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,รวม,22.25,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,หางานทำ,6.46,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,15.78,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,รวม,16.66,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,หางานทำ,4.02,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.64,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,รวม,13.82,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,หางานทำ,2.29,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.53,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,รวม,16.50,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,หางานทำ,3.56,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,12.94,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,รวม,18.57,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,หางานทำ,3.51,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,15.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,รวม,12.59,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,หางานทำ,2.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,10.53,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,รวม,15.03,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,หางานทำ,3.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,11.77,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,รวม,20.02,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,หางานทำ,3.18,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,16.84,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,รวม,16.56,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,หางานทำ,3.54,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.01,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,รวม,20.61,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,หางานทำ,3.17,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,17.44,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,รวม,31.74,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,หางานทำ,7.36,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,24.38,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,รวม,34.67,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,หางานทำ,5.11,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคใต้,25-29 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,29.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,4.63,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,1.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.32,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,3.81,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,0.48,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.33,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,4.29,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,0.15,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.14,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,3.97,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,1.33,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.64,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.43,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,3.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,0.44,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.46,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,4.61,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,0.86,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.75,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,5.73,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,0.53,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.19,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,7.58,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.44,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,2.65,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,0.35,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.30,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,3.53,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.39,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,5.07,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,1.75,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.32,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,2.31,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,0.40,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.91,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,8.92,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,2.60,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.32,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,6.15,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,1.27,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.88,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,8.56,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,1.96,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,6.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,1.25,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.78,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,8.09,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,3.45,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.64,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,11.07,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,1.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.86,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,9.85,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,2.10,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.75,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,8.58,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,1.35,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,7.23,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,3.82,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,1.45,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.37,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,5.37,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,0.89,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.48,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,6.68,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,1.14,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.53,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,7.90,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,1.47,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,6.43,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,5.66,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,1.49,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.17,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,8.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,3.26,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.70,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,11.30,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,2.29,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,9.01,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,รวม,6.14,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,หางานทำ,1.27,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,4.87,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,รวม,9.95,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,หางานทำ,4.02,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,5.93,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,รวม,17.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,หางานทำ,3.34,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,13.86,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,รวม,16.89,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,หางานทำ,2.76,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคใต้,30-34 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,14.13,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,รวม,2.07,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,หางานทำ,0.71,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.36,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,รวม,0.84,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,หางานทำ,0.27,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,รวม,2.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,หางานทำ,0.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.99,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,รวม,0.90,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,0.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,รวม,2.96,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,หางานทำ,1.35,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.61,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,รวม,3.93,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,หางานทำ,0.11,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.81,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,รวม,2.83,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,หางานทำ,0.05,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.78,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,รวม,2.16,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,หางานทำ,0.18,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.98,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,รวม,2.74,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,หางานทำ,1.22,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.51,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,รวม,2.44,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,หางานทำ,0.60,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.84,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,รวม,3.85,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,3.85,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,รวม,3.36,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,หางานทำ,0.51,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.85,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,รวม,2.28,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,หางานทำ,0.47,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,1.81,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,รวม,4.33,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,หางานทำ,2.28,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.05,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,รวม,3.27,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,หางานทำ,0.75,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคใต้,35-39 ปี,ไม่หางานทำ/พร้อมที่จะทำงาน,2.52,พันคน,สำนักงานสถิติแห่งชาติ
